lesion_name,dataset_id,dataset_name,p,r,tp,fp,fn,volume,pred_volume
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,307.0,242
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,307.0,259
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,307.0,260
ULSDL3D_000591_03_01_197_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,307.0,251
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,1,ct,0.0,0.0,0,6,1,470.0,716
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,3,1,470.0,969
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,470.0,373
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,470.0,403
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,470.0,403
ULSDL3D_000603_05_01_004_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,470.0,443
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,1,ct,0.0,0.0,0,6,1,7482.0,961
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,3,1,7482.0,376
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,3,ct+seg+box,0.25,1.0,1,3,0,7482.0,5032
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,7482.0,7177
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,7482.0,3953
ULSDL3D_000629_02_02_417_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,7482.0,6336
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,1,ct,1.0,1.0,1,0,0,1898.0,1614
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,1898.0,1364
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1898.0,1035
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,1898.0,1391
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1898.0,1281
ULSDL3D_000630_03_02_146_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1898.0,1266
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,1,ct,0.0,0.0,0,9,1,163.0,1327
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,2,ct+seg,0.2,1.0,1,4,0,163.0,556
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,163.0,226
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,163.0,180
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,163.0,208
ULSDL3D_000655_01_01_033_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,163.0,181
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,1,ct,0.25,1.0,1,3,0,191.0,813
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,191.0,144
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,191.0,178
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,191.0,199
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,191.0,195
ULSDL3D_000669_02_01_015_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,191.0,191
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,1,ct,0.143,1.0,1,6,0,716.0,1890
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,716.0,405
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1,716.0,0
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,716.0,479
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,0,1,716.0,0
ULSDL3D_000697_01_01_547_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,716.0,455
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,1,ct,0.0,0.0,0,9,1,1294.0,2772
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,2,1,1294.0,211
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1294.0,836
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,1294.0,1032
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1294.0,941
ULSDL3D_000709_02_01_377_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1294.0,896
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,1,ct,0.0,0.0,0,13,1,189.0,979
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,2,ct+seg,0.25,1.0,1,3,0,189.0,231
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,189.0,168
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,189.0,175
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,189.0,209
ULSDL3D_000775_02_01_052_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,189.0,145
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,1,ct,0.0,0.0,0,7,1,557.0,1365
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,10,1,557.0,5491
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,557.0,526
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,557.0,599
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,557.0,579
ULSDL3D_000813_13_01_070_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,557.0,563
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,1,ct,0.125,1.0,1,7,0,386.0,679
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,386.0,515
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,386.0,254
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,386.0,377
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,386.0,244
ULSDL3D_000819_07_02_292_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,386.0,280
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,1,ct,0.125,1.0,1,7,0,997.0,3356
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,997.0,756
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,997.0,904
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,997.0,849
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,997.0,882
ULSDL3D_000826_02_02_503_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,997.0,717
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,1,ct,0.0,0.0,0,4,1,18852.0,409
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,2,ct+seg,0.083,1.0,1,11,0,18852.0,1863
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,18852.0,27180
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,18852.0,19881
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,18852.0,27728
ULSDL3D_000859_01_01_117_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,18852.0,19839
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,1,ct,0.0,0.0,0,1,1,2196.0,1
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,2,ct+seg,0.2,1.0,1,4,0,2196.0,15874
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,2196.0,3091
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,2196.0,2663
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,2196.0,3282
ULSDL3D_000863_02_01_056_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,2196.0,2416
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,1,ct,0.5,1.0,1,1,0,955.0,262
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,955.0,793
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,955.0,271
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,955.0,661
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,955.0,356
ULSDL3D_000910_01_01_032_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,955.0,905
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,1,ct,0.143,1.0,1,6,0,1208.0,3778
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,1208.0,2090
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1208.0,2455
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,1208.0,1300
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1208.0,2216
ULSDL3D_000910_05_02_547_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1208.0,880
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,1,ct,0.125,1.0,1,7,0,1065.0,3521
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,1065.0,855
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1065.0,845
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,1065.0,939
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1065.0,1030
ULSDL3D_000985_02_01_115_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1065.0,776
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,1,ct,0.2,1.0,1,4,0,167.0,418
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,2,ct+seg,0.333,1.0,1,2,0,167.0,306
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,167.0,134
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,167.0,172
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,167.0,142
ULSDL3D_001021_02_01_028_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,167.0,153
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,1,ct,0.167,1.0,1,5,0,455.0,1574
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,2,ct+seg,0.5,1.0,1,1,0,455.0,352
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1,455.0,0
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,455.0,251
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,5,1,455.0,1250
ULSDL3D_001030_03_01_101_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,455.0,241
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,1,ct,0.0,0.0,0,9,1,237.0,2446
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,2,ct+seg,0.2,1.0,1,4,0,237.0,1521
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,237.0,190
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,237.0,196
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,237.0,175
ULSDL3D_001050_05_02_519_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,237.0,169
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,1,ct,1.0,1.0,1,0,0,1602.0,1196
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,1602.0,1249
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1602.0,1072
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,1602.0,1407
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1602.0,830
ULSDL3D_001064_01_01_121_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1602.0,1242
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,1,ct,0.0,0.0,0,1,1,531.0,498
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,0,1,531.0,0
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,531.0,275
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,531.0,402
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,531.0,268
ULSDL3D_001079_03_03_140_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,531.0,401
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,1,ct,0.125,1.0,1,7,0,144.0,2365
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,5,1,144.0,434
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1,144.0,0
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,144.0,125
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,7,1,144.0,1259
ULSDL3D_001136_01_01_377_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,144.0,90
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,1,ct,0.125,1.0,1,7,0,136.0,845
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,2,ct+seg,0.083,1.0,1,11,0,136.0,3416
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,3,ct+seg+box,0.5,1.0,1,1,0,136.0,105
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,136.0,142
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,6,ct+seg+mask,0.2,1.0,1,4,0,136.0,276
ULSDL3D_001152_02_01_066_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,136.0,135
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,1,ct,0.0,0.0,0,7,1,86.0,1075
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,2,ct+seg,0.25,1.0,1,3,0,86.0,352
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,86.0,244
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,86.0,114
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,86.0,402
ULSDL3D_001154_01_01_075_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,86.0,116
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,1,ct,0.167,1.0,1,5,0,196.0,289
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,2,ct+seg,0.2,1.0,1,4,0,196.0,415
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,196.0,137
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,196.0,191
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,196.0,115
ULSDL3D_001166_01_01_033_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,196.0,156
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,1,ct,0.2,1.0,1,4,0,373.0,1373
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,373.0,161
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,3,ct+seg+box,0.0,0.0,0,0,1,373.0,0
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,373.0,182
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,6,ct+seg+mask,0.0,0.0,0,2,1,373.0,27
ULSDL3D_001167_01_01_225_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,373.0,195
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,1,ct,0.143,1.0,1,6,0,539.0,783
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,2,ct+seg,0.2,1.0,1,4,0,539.0,9101
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,539.0,490
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,539.0,563
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,539.0,444
ULSDL3D_001185_02_01_114_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,539.0,510
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,1,ct,0.0,0.0,0,3,1,126.0,153
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,2,ct+seg,0.333,1.0,1,2,0,126.0,188
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,126.0,137
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,126.0,175
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,126.0,124
ULSDL3D_001202_01_01_016_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,126.0,131
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,1,ct,0.2,1.0,1,4,0,318.0,391
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,318.0,213
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,318.0,195
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,318.0,271
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,318.0,196
ULSDL3D_001213_01_01_023_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,318.0,269
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,1,ct,1.0,1.0,1,0,0,734.0,801
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,2,ct+seg,1.0,1.0,1,0,0,734.0,515
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,734.0,533
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,734.0,658
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,734.0,725
ULSDL3D_001241_01_01_114_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,734.0,372
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,1,ct,0.167,1.0,1,5,0,265.0,1923
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,2,ct+seg,0.077,1.0,1,12,0,265.0,5859
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,265.0,286
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,265.0,256
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,265.0,343
ULSDL3D_001249_01_01_080_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,265.0,229
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,1,ct,0.5,1.0,1,1,0,1187.0,490
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,2,ct+seg,0.5,1.0,1,1,0,1187.0,390
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1187.0,1597
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,1187.0,1228
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1187.0,1227
ULSDL3D_001281_01_01_118_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1187.0,1062
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,1,ct,0.0,0.0,0,5,1,257.0,214
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,2,ct+seg,0.125,1.0,1,7,0,257.0,996
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,257.0,178
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,257.0,234
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,257.0,196
ULSDL3D_001352_02_01_045_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,257.0,205
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,1,ct,0.0,0.0,0,3,1,171.0,633
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,2,ct+seg,0.333,1.0,1,2,0,171.0,969
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,171.0,332
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,171.0,181
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,171.0,327
ULSDL3D_001430_02_01_034_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,171.0,154
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,1,ct,0.2,1.0,1,4,0,344.0,772
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,2,ct+seg,0.25,1.0,1,3,0,344.0,788
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,344.0,397
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,344.0,348
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,344.0,371
ULSDL3D_001434_04_01_012_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,344.0,323
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,1,ct,0.25,1.0,1,3,0,65.0,117
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,2,ct+seg,0.5,1.0,1,1,0,65.0,49
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,65.0,49
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,65.0,69
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,65.0,71
ULSDL3D_001521_02_01_043_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,65.0,59
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,1,ct,0.0,0.0,0,2,1,781.0,143
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,2,ct+seg,0.125,1.0,1,7,0,781.0,1109
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,781.0,822
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,781.0,783
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,781.0,743
ULSDL3D_001588_05_01_062_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,781.0,779
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,1,ct,1.0,1.0,1,0,0,1022.0,494
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,2,ct+seg,0.5,1.0,1,1,0,1022.0,224
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,1022.0,497
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,5,ct+seg+2box,0.5,1.0,1,1,0,1022.0,1425
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,6,ct+seg+mask,1.0,1.0,1,0,0,1022.0,463
ULSDL3D_001591_03_02_132_lesion_01.nii.gz,7,ct+seg+2mask,1.0,1.0,1,0,0,1022.0,808
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,1,ct,0.2,1.0,1,4,0,445.0,2035
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,2,ct+seg,0.0,0.0,0,2,1,445.0,1779
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,3,ct+seg+box,1.0,1.0,1,0,0,445.0,506
ULSDL3D_001591_03_02_359_lesion_01.nii.gz,5,ct+seg+2box,1.0,1.0,1,0,0,445.0,355
